i,j,similarity,dataset_i,dataset_j,level_i,level_j,same_corpus,pair_id_i,pair_id_j
1986,2775,0.9483,apa_lha,apa_lha,A2,A2,True,apa_lha_1580_2020,apa_lha_400_2019
1986,3108,0.9388,apa_lha,apa_lha,A2,A2,True,apa_lha_1580_2020,apa_lha_7_2019
2014,2975,0.8833,apa_lha,apa_lha,A2,A2,True,apa_lha_160_2019,apa_lha_631_2019
2014,3035,0.8526,apa_lha,apa_lha,A2,A2,True,apa_lha_160_2019,apa_lha_700_2019
2046,2254,0.8835,apa_lha,apa_lha,A2,A2,True,apa_lha_1647_2020,apa_lha_1887_2020
2073,3714,0.8801,apa_lha,apa_lha,A2,B1,True,apa_lha_1683_2020,apa_lha_1683_2020
2082,3724,0.8548,apa_lha,apa_lha,A2,B1,True,apa_lha_1693_2020,apa_lha_1693_2020
2106,2254,0.8539,apa_lha,apa_lha,A2,A2,True,apa_lha_1715_2020,apa_lha_1887_2020
2125,2171,0.8724,apa_lha,apa_lha,A2,A2,True,apa_lha_1739_2020,apa_lha_1794_2020
2126,3759,0.8554,apa_lha,apa_lha,A2,B1,True,apa_lha_173_2019,apa_lha_173_2019
2162,2764,0.9488,apa_lha,apa_lha,A2,A2,True,apa_lha_1785_2020,apa_lha_390_2019
2171,2206,0.8517,apa_lha,apa_lha,A2,A2,True,apa_lha_1794_2020,apa_lha_1833_2020
2209,3828,0.9462,apa_lha,apa_lha,A2,B1,True,apa_lha_1836_2020,apa_lha_1836_2020
2211,3830,0.9064,apa_lha,apa_lha,A2,B1,True,apa_lha_1838_2020,apa_lha_1838_2020
2231,3847,0.8815,apa_lha,apa_lha,A2,B1,True,apa_lha_185_2019,apa_lha_185_2019
2260,3869,0.8729,apa_lha,apa_lha,A2,B1,True,apa_lha_1896_2020,apa_lha_1896_2020
2325,3914,0.8674,apa_lha,apa_lha,A2,B1,True,apa_lha_1971_2021,apa_lha_1971_2021
2353,3939,0.8669,apa_lha,apa_lha,A2,B1,True,apa_lha_2004_2020,apa_lha_2004_2020
2421,4005,0.9634,apa_lha,apa_lha,A2,B1,True,apa_lha_2091_2021,apa_lha_2091_2021
2428,4011,0.882,apa_lha,apa_lha,A2,B1,True,apa_lha_2100_2018,apa_lha_2100_2018
2445,4026,0.863,apa_lha,apa_lha,A2,B1,True,apa_lha_2124_2021,apa_lha_2124_2021
2461,4039,0.9418,apa_lha,apa_lha,A2,B1,True,apa_lha_2144_2018,apa_lha_2144_2018
2469,4045,0.8513,apa_lha,apa_lha,A2,B1,True,apa_lha_2151_2021,apa_lha_2151_2021
2471,4047,0.8779,apa_lha,apa_lha,A2,B1,True,apa_lha_2153_2021,apa_lha_2153_2021
2486,4058,0.8537,apa_lha,apa_lha,A2,B1,True,apa_lha_2175_2021,apa_lha_2175_2021
2497,4066,0.8643,apa_lha,apa_lha,A2,B1,True,apa_lha_2194_2021,apa_lha_2194_2021
2556,4133,0.9028,apa_lha,apa_lha,A2,B1,True,apa_lha_2289_2018,apa_lha_2289_2018
2576,4163,0.9086,apa_lha,apa_lha,A2,B1,True,apa_lha_2320_2018,apa_lha_2320_2018
2603,4198,0.9158,apa_lha,apa_lha,A2,B1,True,apa_lha_236_2019,apa_lha_236_2019
2613,4208,0.8681,apa_lha,apa_lha,A2,B1,True,apa_lha_2382_2018,apa_lha_2382_2018
2636,4231,0.8789,apa_lha,apa_lha,A2,B1,True,apa_lha_241_2019,apa_lha_241_2019
2636,2934,0.8517,apa_lha,apa_lha,A2,A2,True,apa_lha_241_2019,apa_lha_583_2019
2646,2922,0.9371,apa_lha,apa_lha,A2,A2,True,apa_lha_24_2019,apa_lha_56_2019
2646,4288,0.8794,apa_lha,apa_lha,A2,B1,True,apa_lha_24_2019,apa_lha_24_2019
2646,2979,0.8741,apa_lha,apa_lha,A2,A2,True,apa_lha_24_2019,apa_lha_635_2019
2649,4321,0.8637,apa_lha,apa_lha,A2,B1,True,apa_lha_254_2019,apa_lha_254_2019
2663,3179,0.9167,apa_lha,apa_lha,A2,A2,True,apa_lha_271_2019,apa_lha_87_2019
2663,2879,0.8806,apa_lha,apa_lha,A2,A2,True,apa_lha_271_2019,apa_lha_51_2019
2682,4347,0.8695,apa_lha,apa_lha,A2,B1,True,apa_lha_293_2019,apa_lha_293_2019
2690,4351,0.8584,apa_lha,apa_lha,A2,B1,True,apa_lha_304_2019,apa_lha_304_2019
2691,4352,0.8656,apa_lha,apa_lha,A2,B1,True,apa_lha_305_2019,apa_lha_305_2019
2693,4353,0.8721,apa_lha,apa_lha,A2,B1,True,apa_lha_308_2019,apa_lha_308_2019
2696,4355,0.8898,apa_lha,apa_lha,A2,B1,True,apa_lha_311_2019,apa_lha_311_2019
2746,4399,0.8613,apa_lha,apa_lha,A2,B1,True,apa_lha_36_2019,apa_lha_36_2019
2775,3108,0.8905,apa_lha,apa_lha,A2,A2,True,apa_lha_400_2019,apa_lha_7_2019
2809,4451,0.8524,apa_lha,apa_lha,A2,B1,True,apa_lha_441_2019,apa_lha_441_2019
2845,4478,0.8741,apa_lha,apa_lha,A2,B1,True,apa_lha_480_2019,apa_lha_480_2019
2870,4495,0.8684,apa_lha,apa_lha,A2,B1,True,apa_lha_50_2019,apa_lha_50_2019
2874,4498,0.8739,apa_lha,apa_lha,A2,B1,True,apa_lha_514_2019,apa_lha_514_2019
2879,3179,0.8745,apa_lha,apa_lha,A2,A2,True,apa_lha_51_2019,apa_lha_87_2019
2892,4513,0.9716,apa_lha,apa_lha,A2,B1,True,apa_lha_533_2019,apa_lha_533_2019
2905,4524,0.8677,apa_lha,apa_lha,A2,B1,True,apa_lha_547_2019,apa_lha_547_2019
2920,4541,0.8858,apa_lha,apa_lha,A2,B1,True,apa_lha_567_2019,apa_lha_567_2019
2921,4543,0.9118,apa_lha,apa_lha,A2,B1,True,apa_lha_569_2019,apa_lha_569_2019
2922,2979,0.9043,apa_lha,apa_lha,A2,A2,True,apa_lha_56_2019,apa_lha_635_2019
2922,4288,0.8591,apa_lha,apa_lha,A2,B1,True,apa_lha_56_2019,apa_lha_24_2019
2922,4748,0.856,apa_lha,apa_lha,A2,B1,True,apa_lha_56_2019,apa_lha_859_2019
2922,4544,0.8501,apa_lha,apa_lha,A2,B1,True,apa_lha_56_2019,apa_lha_56_2019
2926,4549,0.8778,apa_lha,apa_lha,A2,B1,True,apa_lha_574_2019,apa_lha_574_2019
2927,4550,0.8794,apa_lha,apa_lha,A2,B1,True,apa_lha_575_2019,apa_lha_575_2019
2934,4054,0.9194,apa_lha,apa_lha,A2,B1,True,apa_lha_583_2019,apa_lha_216_2019
2934,4231,0.8641,apa_lha,apa_lha,A2,B1,True,apa_lha_583_2019,apa_lha_241_2019
2935,4556,0.9304,apa_lha,apa_lha,A2,B1,True,apa_lha_584_2019,apa_lha_584_2019
2940,4717,0.8521,apa_lha,apa_lha,A2,B1,True,apa_lha_590_2019,apa_lha_814_2019
2970,4583,0.95,apa_lha,apa_lha,A2,B1,True,apa_lha_627_2019,apa_lha_627_2019
2971,4584,0.9484,apa_lha,apa_lha,A2,B1,True,apa_lha_628_2019,apa_lha_628_2019
2975,4587,0.9053,apa_lha,apa_lha,A2,B1,True,apa_lha_631_2019,apa_lha_631_2019
2975,4748,0.855,apa_lha,apa_lha,A2,B1,True,apa_lha_631_2019,apa_lha_859_2019
2979,4590,0.8861,apa_lha,apa_lha,A2,B1,True,apa_lha_635_2019,apa_lha_635_2019
2979,3159,0.8635,apa_lha,apa_lha,A2,A2,True,apa_lha_635_2019,apa_lha_859_2019
2979,4748,0.852,apa_lha,apa_lha,A2,B1,True,apa_lha_635_2019,apa_lha_859_2019
2993,4600,0.8513,apa_lha,apa_lha,A2,B1,True,apa_lha_652_2019,apa_lha_652_2019
3000,4607,0.8642,apa_lha,apa_lha,A2,B1,True,apa_lha_660_2019,apa_lha_660_2019
3005,3115,0.8832,apa_lha,apa_lha,A2,A2,True,apa_lha_667_2019,apa_lha_80_2019
3010,4618,0.859,apa_lha,apa_lha,A2,B1,True,apa_lha_675_2019,apa_lha_675_2019
3022,4628,0.9434,apa_lha,apa_lha,A2,B1,True,apa_lha_688_2019,apa_lha_688_2019
3035,4638,0.8762,apa_lha,apa_lha,A2,B1,True,apa_lha_700_2019,apa_lha_700_2019
3076,4675,0.8724,apa_lha,apa_lha,A2,B1,True,apa_lha_760_2019,apa_lha_760_2019
3087,4683,0.8716,apa_lha,apa_lha,A2,B1,True,apa_lha_772_2019,apa_lha_772_2019
3097,4693,0.8683,apa_lha,apa_lha,A2,B1,True,apa_lha_788_2019,apa_lha_788_2019
3102,4697,0.8586,apa_lha,apa_lha,A2,B1,True,apa_lha_792_2019,apa_lha_792_2019
3116,4713,0.905,apa_lha,apa_lha,A2,B1,True,apa_lha_810_2019,apa_lha_810_2019
3158,4747,0.9275,apa_lha,apa_lha,A2,B1,True,apa_lha_858_2019,apa_lha_858_2019
3159,4748,0.9401,apa_lha,apa_lha,A2,B1,True,apa_lha_859_2019,apa_lha_859_2019
3159,4288,0.8624,apa_lha,apa_lha,A2,B1,True,apa_lha_859_2019,apa_lha_24_2019
3275,4003,0.9226,apa_lha,apa_lha,B1,B1,True,apa_lha_1003_2020,apa_lha_2088_2021
3324,4317,0.9466,apa_lha,apa_lha,B1,B1,True,apa_lha_1073_2020,apa_lha_253_2019
3960,3974,0.8785,apa_lha,apa_lha,B1,B1,True,apa_lha_2032_2020,apa_lha_2048_2020
4054,4231,0.8914,apa_lha,apa_lha,B1,B1,True,apa_lha_216_2019,apa_lha_241_2019
4062,4081,0.9063,apa_lha,apa_lha,B1,B1,True,apa_lha_2187_2021,apa_lha_2212_2021
4288,4544,0.9193,apa_lha,apa_lha,B1,B1,True,apa_lha_24_2019,apa_lha_56_2019
4288,4590,0.8653,apa_lha,apa_lha,B1,B1,True,apa_lha_24_2019,apa_lha_635_2019
4288,4748,0.8599,apa_lha,apa_lha,B1,B1,True,apa_lha_24_2019,apa_lha_859_2019
4360,4733,0.8692,apa_lha,apa_lha,B1,B1,True,apa_lha_317_2019,apa_lha_839_2019
4385,4620,0.8768,apa_lha,apa_lha,B1,B1,True,apa_lha_354_2019,apa_lha_678_2019
4391,4748,0.8686,apa_lha,apa_lha,B1,B1,True,apa_lha_360_2019,apa_lha_859_2019
4391,4544,0.8534,apa_lha,apa_lha,B1,B1,True,apa_lha_360_2019,apa_lha_56_2019
4416,4769,0.8943,apa_lha,apa_lha,B1,B1,True,apa_lha_393_2019,apa_lha_884_2020
4587,4748,0.858,apa_lha,apa_lha,B1,B1,True,apa_lha_631_2019,apa_lha_859_2019
4839,5322,0.896,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_292,deplain_292
4840,5323,0.8706,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_293,deplain_293
4841,5324,0.9327,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_294,deplain_294
4843,5326,0.9322,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_296,deplain_296
4845,5328,0.9026,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_298,deplain_298
4847,5330,0.8566,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_300,deplain_300
4848,5331,0.8757,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_301,deplain_301
4850,5333,0.8938,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_303,deplain_303
4851,5334,0.8614,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_304,deplain_304
4852,5335,0.8608,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_305,deplain_305
4853,5336,0.8969,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_306,deplain_306
4855,5338,0.8578,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_308,deplain_308
4862,5345,0.8734,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_315,deplain_315
4864,5347,0.8867,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_317,deplain_317
4866,5349,0.8663,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_319,deplain_319
4867,5350,0.8952,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_320,deplain_320
4868,5351,0.867,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_321,deplain_321
4872,5355,0.8938,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_325,deplain_325
4875,5358,0.9046,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_328,deplain_328
4878,5361,0.9042,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_331,deplain_331
4879,5362,0.8734,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_332,deplain_332
4881,5364,0.9269,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_334,deplain_334
4883,5366,0.9034,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_336,deplain_336
4885,5368,0.8627,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_338,deplain_338
4888,5371,0.9318,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_341,deplain_341
4892,5375,0.9317,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_345,deplain_345
4897,5380,0.907,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_350,deplain_350
4898,5381,0.8708,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_351,deplain_351
4899,5382,0.889,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_352,deplain_352
4908,5391,0.8741,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_361,deplain_361
4909,5392,0.8994,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_362,deplain_362
4910,5393,0.8618,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_363,deplain_363
4912,5395,0.8646,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_365,deplain_365
4913,5396,0.9144,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_366,deplain_366
4915,5398,0.8711,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_368,deplain_368
4916,5399,0.8785,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_369,deplain_369
4917,5400,0.899,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_370,deplain_370
4919,5402,0.8655,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_372,deplain_372
4921,5404,0.8921,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_374,deplain_374
4923,5406,0.9129,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_376,deplain_376
4924,5407,0.9312,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_377,deplain_377
4926,5409,0.8571,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_379,deplain_379
4927,5410,0.8997,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_380,deplain_380
4928,5411,0.92,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_381,deplain_381
4929,5412,0.859,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_382,deplain_382
4932,5415,0.8896,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_385,deplain_385
4933,5416,0.9101,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_386,deplain_386
4934,5417,0.8587,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_387,deplain_387
4936,5419,0.8588,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_389,deplain_389
4937,5420,0.889,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_390,deplain_390
4938,5421,0.8639,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_391,deplain_391
4943,5426,0.8595,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_396,deplain_396
4944,5427,0.8864,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_397,deplain_397
4948,5431,0.9278,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_401,deplain_401
4952,5435,0.8614,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_405,deplain_405
4953,5436,0.8564,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_406,deplain_406
4956,5439,0.8792,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_409,deplain_409
4958,5441,0.8626,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_411,deplain_411
4959,5442,0.8737,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_412,deplain_412
4960,5443,0.8911,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_413,deplain_413
4961,5444,0.8591,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_414,deplain_414
4963,5446,0.9208,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_416,deplain_416
4965,5448,0.9097,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_418,deplain_418
4967,5450,0.8673,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_420,deplain_420
4969,5452,0.8834,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_422,deplain_422
4976,5459,0.8856,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_429,deplain_429
4977,5460,0.8744,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_430,deplain_430
4978,5461,0.9141,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_431,deplain_431
4979,5462,0.8846,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_432,deplain_432
4980,5463,0.8653,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_433,deplain_433
4981,5464,0.8673,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_434,deplain_434
4986,5469,0.9012,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_439,deplain_439
4990,5473,0.8822,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_443,deplain_443
4993,5476,0.8602,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_446,deplain_446
4994,5477,0.8694,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_447,deplain_447
4996,5479,0.8669,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_449,deplain_449
4997,5480,0.8526,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_450,deplain_450
4998,5481,0.8851,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_451,deplain_451
4999,5482,0.8504,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_452,deplain_452
5000,5483,0.8624,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_453,deplain_453
5001,5484,0.8669,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_454,deplain_454
5002,5485,0.8779,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_455,deplain_455
5006,5489,0.8744,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_459,deplain_459
5007,5490,0.8745,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_460,deplain_460
5008,5491,0.8588,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_461,deplain_461
5009,5492,0.8543,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_462,deplain_462
5010,5493,0.8522,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_463,deplain_463
5013,5496,0.8832,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_466,deplain_466
5014,5497,0.8586,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_467,deplain_467
5015,5498,0.8809,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_468,deplain_468
5017,5500,0.9342,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_470,deplain_470
5018,5501,0.8607,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_471,deplain_471
5021,5504,0.8579,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_474,deplain_474
5024,5507,0.8728,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_477,deplain_477
5025,5508,0.8653,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_478,deplain_478
5028,5511,0.9204,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_481,deplain_481
5029,5512,0.8595,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_482,deplain_482
5030,5513,0.8645,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_483,deplain_483
5038,5521,0.8685,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_491,deplain_491
5039,5522,0.8798,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_492,deplain_492
5040,5523,0.9016,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_493,deplain_493
5042,5525,0.8551,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_495,deplain_495
5044,5527,0.8958,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_497,deplain_497
5045,5528,0.8874,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_498,deplain_498
5048,5531,0.8886,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_501,deplain_501
5055,5538,0.9409,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_508,deplain_508
5058,5541,0.8848,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_511,deplain_511
5060,5543,0.8636,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_513,deplain_513
5063,5546,0.907,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_516,deplain_516
5064,5547,0.9395,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_517,deplain_517
5065,5548,0.923,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_518,deplain_518
5066,5549,0.8706,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_519,deplain_519
5067,5550,0.8762,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_520,deplain_520
5069,5552,0.9255,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_522,deplain_522
5073,5556,0.8667,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_526,deplain_526
5074,5557,0.9049,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_527,deplain_527
5078,5561,0.8594,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_531,deplain_531
5079,5562,0.8951,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_532,deplain_532
5083,5566,0.9056,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_536,deplain_536
5086,5569,0.866,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_539,deplain_539
5088,5571,0.8954,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_541,deplain_541
5093,5576,0.8797,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_546,deplain_546
5095,5578,0.8657,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_548,deplain_548
5096,5579,0.8603,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_549,deplain_549
5097,5580,0.8742,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_550,deplain_550
5099,5582,0.8562,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_552,deplain_552
5101,5584,0.8693,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_554,deplain_554
5109,5592,0.8761,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_562,deplain_562
5112,5595,0.8568,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_565,deplain_565
5113,5596,0.8749,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_566,deplain_566
5137,5620,0.8734,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_590,deplain_590
5142,5625,0.8619,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_595,deplain_595
5155,5638,0.8832,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_608,deplain_608
5156,5639,0.8638,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_609,deplain_609
